I II III aVR aVL aVF V1 LV AO Resp SPO2
-0.044 -0.049 -0.034 0.061 -0.020 -0.027 0.063 90.200 98.400 -0.252 1.856 
-0.024 -0.032 -0.039 0.044 -0.007 -0.020 0.051 88.000 97.600 -0.249 1.836 
-0.017 -0.007 -0.020 0.027 -0.012 0.002 0.037 85.800 96.600 -0.244 1.817 
-0.027 -0.000 0.005 0.024 -0.027 0.015 0.034 83.000 95.800 -0.239 1.792 
-0.022 -0.005 -0.002 0.024 -0.020 0.007 0.027 80.400 95.000 -0.234 1.768 
-0.007 0.020 -0.005 0.010 -0.017 0.024 0.020 77.000 94.400 -0.232 1.744 
0.015 0.032 -0.007 -0.010 -0.000 0.024 0.024 73.400 93.800 -0.227 1.719 
0.137 0.042 -0.120 -0.076 0.117 -0.027 -0.007 69.600 93.200 -0.222 1.690 
0.095 0.034 -0.085 -0.051 0.078 -0.012 -0.002 65.800 92.800 -0.220 1.661 
0.066 0.032 -0.056 -0.037 0.051 -0.000 0.007 61.800 92.400 -0.215 1.631 
0.042 0.034 -0.032 -0.024 0.024 0.015 -0.000 58.000 92.000 -0.212 1.602 
0.022 0.007 -0.027 -0.007 0.020 -0.002 0.012 54.400 91.600 -0.208 1.578 
0.022 0.005 -0.044 -0.000 0.020 -0.005 0.020 51.000 91.200 -0.205 1.553 
0.012 0.012 -0.029 0.002 0.007 0.007 0.032 47.800 91.000 -0.200 1.529 
0.005 0.022 -0.002 -0.002 -0.005 0.020 0.027 44.600 90.600 -0.198 1.504 
0.012 -0.029 -0.056 0.017 0.027 -0.034 0.027 41.800 90.200 -0.195 1.485 
0.012 0.039 0.002 -0.012 -0.007 0.034 0.017 39.000 90.000 -0.193 1.465 
-0.000 0.046 0.024 -0.012 -0.022 0.046 0.015 36.600 89.600 -0.190 1.446 
0.002 0.029 0.010 -0.007 -0.012 0.029 0.015 34.200 89.200 -0.186 1.426 
0.020 0.049 0.007 -0.022 -0.005 0.039 0.010 32.200 88.800 -0.186 1.402 
0.002 0.034 0.010 -0.007 -0.015 0.034 0.024 30.200 88.400 -0.183 1.377 
-0.007 0.039 0.020 -0.002 -0.027 0.044 0.017 28.400 87.800 -0.183 1.353 
0.007 0.042 0.010 -0.012 -0.012 0.039 0.010 26.600 87.400 -0.183 1.328 
0.015 0.039 0.010 -0.020 -0.005 0.032 0.012 25.000 86.800 -0.181 1.309 
-0.010 0.044 0.032 -0.005 -0.032 0.049 0.017 23.400 86.400 -0.181 1.289 
-0.005 0.034 0.012 -0.000 -0.022 0.037 0.017 22.000 85.800 -0.178 1.270 
-0.002 0.034 0.012 -0.002 -0.020 0.037 0.015 20.600 85.400 -0.178 1.250 
0.002 0.037 0.015 -0.010 -0.015 0.037 0.007 19.200 85.000 -0.176 1.231 
-0.010 0.015 0.005 0.007 -0.017 0.020 0.012 17.800 84.600 -0.176 1.211 
-0.000 0.034 0.002 -0.000 -0.017 0.034 0.012 16.600 84.000 -0.176 1.192 
0.005 0.037 0.010 -0.010 -0.012 0.034 0.017 15.400 83.600 -0.173 1.172 
-0.015 0.029 0.017 0.007 -0.029 0.037 0.017 14.200 83.200 -0.176 1.143 
-0.017 0.029 0.017 0.010 -0.032 0.039 0.017 13.000 82.800 -0.178 1.114 
-0.002 0.039 0.012 -0.002 -0.022 0.042 0.012 12.000 82.200 -0.178 1.084 
-0.020 0.032 0.027 0.007 -0.034 0.042 0.012 11.200 81.800 -0.183 1.055 
-0.029 0.027 0.029 0.015 -0.042 0.042 0.012 10.400 81.400 -0.181 1.021 
-0.010 0.015 0.005 0.007 -0.017 0.020 0.022 9.600 80.800 -0.181 0.987 
-0.002 0.029 0.002 0.002 -0.017 0.032 0.012 8.800 80.400 -0.178 0.952 
-0.012 0.015 0.002 0.012 -0.020 0.022 0.010 8.200 80.000 -0.178 0.918 
-0.010 0.029 0.017 0.002 -0.024 0.034 0.010 7.800 79.600 -0.176 0.889 
-0.002 0.024 -0.000 0.002 -0.015 0.027 0.002 7.200 79.200 -0.176 0.860 
-0.015 0.024 0.017 0.007 -0.027 0.032 0.002 7.000 78.800 -0.176 0.830 
-0.027 0.024 0.032 0.012 -0.039 0.039 0.005 6.600 78.400 -0.173 0.801 
-0.002 0.034 0.017 -0.005 -0.020 0.037 0.005 6.600 78.200 -0.173 0.786 
-0.015 0.032 0.022 0.005 -0.029 0.039 0.002 6.600 77.800 -0.173 0.772 
-0.024 0.015 0.015 0.017 -0.032 0.027 0.005 6.600 77.400 -0.173 0.757 
-0.015 0.012 0.012 0.010 -0.020 0.020 0.002 6.600 77.000 -0.173 0.742 
0.005 0.029 0.007 -0.007 -0.010 0.027 -0.000 6.600 76.600 -0.173 0.752 
-0.010 0.012 0.002 0.010 -0.015 0.017 0.005 6.600 76.200 -0.173 0.762 
-0.015 0.039 0.029 -0.000 -0.034 0.046 -0.005 6.600 75.800 -0.171 0.772 
0.005 0.037 0.012 -0.010 -0.012 0.034 -0.012 6.400 75.600 -0.171 0.781 
-0.000 0.034 0.020 -0.010 -0.017 0.034 -0.007 6.400 75.200 -0.168 0.830 
-0.024 -0.020 -0.015 0.032 -0.015 -0.007 0.002 6.400 75.000 -0.168 0.879 
-0.007 0.012 -0.000 0.007 -0.012 0.017 -0.007 6.400 74.800 -0.166 0.928 
0.012 0.054 0.024 -0.024 -0.015 0.049 -0.017 6.400 74.600 -0.166 0.977 
0.002 0.042 0.017 -0.010 -0.017 0.042 -0.015 6.600 74.400 -0.166 1.050 
-0.000 0.017 -0.007 0.005 -0.007 0.017 -0.007 6.800 74.000 -0.164 1.123 
0.017 0.032 -0.007 -0.012 0.002 0.024 -0.022 7.200 73.800 -0.164 1.197 
-0.000 0.034 0.015 -0.007 -0.017 0.034 -0.017 7.400 73.600 -0.164 1.270 
-0.017 0.032 0.027 0.005 -0.032 0.042 -0.015 7.800 73.400 -0.161 1.363 
0.012 0.037 0.007 -0.015 -0.005 0.032 -0.015 8.000 73.000 -0.161 1.455 
0.007 0.022 -0.007 -0.002 -0.002 0.020 -0.015 8.200 72.800 -0.161 1.548 
0.002 0.032 0.007 -0.005 -0.012 0.032 -0.020 8.600 72.600 -0.159 1.641 
-0.005 0.020 -0.000 0.005 -0.015 0.022 -0.022 8.600 72.400 -0.159 1.729 
0.020 0.015 -0.029 -0.005 0.012 0.005 -0.012 8.800 72.200 -0.159 1.817 
0.017 0.012 -0.027 -0.002 0.012 0.005 -0.012 8.800 72.000 -0.156 1.905 
-0.002 0.012 -0.012 0.010 -0.007 0.015 -0.012 8.600 71.800 -0.156 1.993 
0.017 0.027 -0.010 -0.012 0.005 0.020 -0.015 8.600 71.600 -0.154 2.066 
0.017 0.042 -0.000 -0.017 -0.002 0.034 -0.024 8.400 71.400 -0.154 2.139 
0.002 0.039 0.012 -0.007 -0.017 0.039 -0.020 8.200 71.200 -0.151 2.212 
0.012 0.037 0.002 -0.012 -0.005 0.032 -0.017 8.000 71.000 -0.151 2.286 
0.022 0.032 -0.002 -0.020 0.007 0.022 -0.022 7.800 70.600 -0.149 2.344 
0.010 0.032 0.002 -0.010 -0.005 0.027 -0.020 7.600 70.400 -0.147 2.403 
-0.000 0.017 0.002 -0.000 -0.007 0.017 -0.020 7.400 70.200 -0.144 2.462 
0.010 0.034 0.005 -0.012 -0.007 0.029 -0.029 7.200 69.800 -0.142 2.520 
0.017 0.039 0.002 -0.017 -0.002 0.032 -0.027 7.200 69.600 -0.139 2.564 
0.012 0.049 0.022 -0.022 -0.012 0.044 -0.029 7.000 69.400 -0.137 2.608 
0.007 0.032 0.005 -0.010 -0.007 0.029 -0.032 7.000 69.200 -0.134 2.652 
0.034 0.022 -0.029 -0.020 0.024 0.005 -0.034 7.000 69.000 -0.129 2.696 
0.010 0.022 -0.005 -0.007 -0.000 0.017 -0.024 7.000 69.000 -0.127 2.735 
-0.002 0.027 0.010 -0.002 -0.015 0.029 -0.029 7.000 68.800 -0.125 2.774 
0.012 0.017 -0.015 -0.005 0.005 0.012 -0.020 7.000 68.600 -0.122 2.813 
0.017 0.032 -0.007 -0.012 0.002 0.024 -0.029 7.000 68.400 -0.120 2.852 
0.007 0.032 0.007 -0.010 -0.007 0.029 -0.029 7.000 68.200 0.051 2.886 
0.007 0.037 0.005 -0.010 -0.010 0.034 -0.039 7.000 68.000 0.054 2.921 
0.015 0.046 0.010 -0.020 -0.007 0.039 -0.029 7.000 67.800 0.227 2.955 
0.017 0.039 0.007 -0.020 -0.002 0.032 -0.037 7.000 67.600 0.230 2.989 
0.007 0.032 0.012 -0.012 -0.007 0.029 -0.029 7.000 67.400 0.061 3.033 
0.010 0.020 -0.012 -0.002 -0.000 0.015 -0.029 7.200 67.200 0.063 3.077 
0.015 0.012 -0.022 -0.002 0.010 0.005 -0.029 7.000 67.000 -0.103 3.121 
0.010 0.029 0.007 -0.012 -0.005 0.024 -0.032 7.000 67.000 -0.098 3.165 
0.005 0.015 -0.002 -0.002 -0.002 0.012 -0.037 7.000 66.800 -0.095 3.248 
0.020 0.029 -0.007 -0.015 0.005 0.020 -0.032 7.000 66.600 -0.090 3.331 
0.010 0.024 -0.002 -0.007 -0.002 0.020 -0.029 7.000 66.400 -0.088 3.414 
0.007 0.017 -0.002 -0.005 -0.000 0.015 -0.027 7.000 66.200 -0.083 3.497 
0.017 0.034 -0.000 -0.017 -0.000 0.027 -0.034 7.000 66.000 -0.081 3.531 
0.020 0.029 -0.012 -0.012 0.005 0.020 -0.029 7.000 65.800 -0.076 3.565 
0.007 0.012 -0.010 -0.002 0.002 0.010 -0.029 6.800 65.600 -0.073 3.600 
0.007 0.029 0.005 -0.010 -0.007 0.027 -0.024 6.800 65.400 -0.068 3.634 
0.017 0.044 0.012 -0.022 -0.005 0.037 -0.027 6.800 65.200 -0.068 3.658 
0.007 0.046 0.017 -0.015 -0.015 0.044 -0.027 6.800 65.000 -0.068 3.683 
0.010 0.049 0.015 -0.017 -0.015 0.044 -0.032 6.600 64.800 -0.068 3.707 
0.022 0.020 -0.020 -0.012 0.012 0.010 -0.027 6.600 64.600 -0.066 3.731 
0.007 0.024 -0.000 -0.007 -0.005 0.022 -0.027 6.600 64.600 -0.063 3.751 
-0.002 0.042 0.022 -0.007 -0.022 0.044 -0.032 6.400 64.400 -0.063 3.770 
-0.002 0.029 0.007 -0.000 -0.017 0.032 -0.032 6.400 64.200 -0.061 3.790 
0.017 0.010 -0.020 -0.007 0.012 0.002 -0.024 6.600 64.000 -0.059 3.810 
0.012 0.037 0.012 -0.017 -0.005 0.032 -0.034 6.600 64.000 -0.056 3.814 
-0.012 0.039 0.029 -0.002 -0.032 0.046 -0.024 6.600 63.800 -0.056 3.819 
0.015 0.039 0.010 -0.020 -0.005 0.032 -0.032 6.800 63.600 -0.054 3.824 
0.012 0.032 0.005 -0.015 -0.002 0.027 -0.024 7.000 63.400 -0.051 3.829 
0.015 0.029 -0.002 -0.012 -0.000 0.022 -0.029 7.000 63.400 -0.051 3.829 
